"SNP","Lab_name","best_measure","best_P","best_OR_Beta","catalog_assoc_SNP","catalog_assoc_gene","CHR","MapInfo","gene","rsID","cases","eh_case","el_case","Mutation","MAF_W","mean_Beta","mean_P","median_Beta","median_P","first_Beta","first_P","min_Beta","min_P","max_Beta","max_P","ever_low_OR","ever_low_P","ever_high_OR","ever_high_P","Lab_cat","Lab_full_name","lab_name","cID","SNP","PUBMEDID","Study","Disease_Trait","Initial_Sample_Size","Replication_Sample_Size","Region","Chr","Chr_pos","Reported_Gene","Mapped_gene","Upstream_gene_id","Downstream_gene_id","Strongest_SNP","SNPs","Snp_id_current","Context","Intergenic","Risk_Allele_Frequency","p_value","Pvalue_mog","p_value_text","OR_or_beta_text","OR_or_beta","CI_95","Platform","CNV","tID","Date_Added_to_Catalog","continuous_trait","GWS"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Phos",13243,"rs17265703",20558539,"Common genetic variants associate with serum phosphorus concentration.","Phosphorus levels","16,264 European ancestry individuals","5,444 individuals","3q21.1",3,122048644,"CASR,CCDC58","CSTA",NULL,NULL,"rs17265703-G","rs17265703",17265703,"intron",0,0.15,4E-9,8.39794,"",.04,0.04,"[NR] mg/dl decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",1976,"2010-07-30",1,1
"rs9469578","Phos","ever_low",0.4817,1.045,"Phosphorus levels","Phosphorus levels",6,33706479,"IP6K3","rs9469578",9277,3032,3069,"Silent,Silent",0.07038000,-0.005721,0.8025,0.003081,0.8945,-0.003316,0.9177,-0.01165,0.6712,-0.014,0.7665,1.05,0.4817,0.96,0.4888,"RoutChems","PHOSPHORUS INORGANIC","Phos",13244,"rs9469578",20558539,"Common genetic variants associate with serum phosphorus concentration.","Phosphorus levels","16,264 European ancestry individuals","5,444 individuals","6p21.31",6,33706479,"ITPR3,LEMD2,MLN","IP6K3",NULL,NULL,"rs9469578-T","rs9469578",9469578,"intron",0,0.08,1E-11,11,"",.06,0.06,"[NR] mg/dl decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",1976,"2010-07-30",1,1
"rs947583","Phos","first",0.5048,0.01217,"Phosphorus levels",NULL,6,136133659,"","rs947583",9277,3032,3069,"",0.27600000,0.001244,0.9238,0.003185,0.8096,0.01217,0.5048,-0.007837,0.6158,0.001613,0.9521,1.01,0.7575,1.01,0.6942,"RoutChems","PHOSPHORUS INORGANIC","Phos",13245,"rs947583",20558539,"Common genetic variants associate with serum phosphorus concentration.","Phosphorus levels","16,264 European ancestry individuals","5,444 individuals","6q23.3",6,136133659,"PDE7B","HMGB1P17 - PDE7B",100419974,27115,"rs947583-C","rs947583",947583,"Intergenic",1,0.29,3E-12,11.5229,"",.04,0.04,"[NR] mg/dl increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",1976,"2010-07-30",1,1
"rs2970818","Phos","mean",0.01956,0.04666,"Phosphorus levels","Phosphorus levels",12,4606168,"C12orf4","rs2970818",9277,3032,3069,"Silent",0.09601000,0.04666,0.01956,0.04183,0.03926,0.02757,0.3251,0.02847,0.235,0.07145,0.08281,1.00,0.9765,1.12,0.04028,"RoutChems","PHOSPHORUS INORGANIC","Phos",13246,"rs2970818",20558539,"Common genetic variants associate with serum phosphorus concentration.","Phosphorus levels","16,264 European ancestry individuals","5,444 individuals","12p13.32",12,4606168,"FGF6,RAD51AP1,FGF23","C12orf4",NULL,NULL,"rs2970818-A","rs2970818",2970818,"intron",0,0.09,4E-9,8.39794,"",.05,0.05,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",1976,"2010-07-30",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6679,"rs1260326",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","2p23.3",2,27730940,"GCKR, FNDC4","GCKR",NULL,NULL,"rs1260326-T","rs1260326",1260326,"missense",0,0.41,3E-14,13.5229,"(EA)",.01,0.01,"[0.0093-0.0155] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2426,"2012-12-21",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6681,"rs1260326",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","2p23.3",2,27730940,"GCKR, FNDC4","GCKR",NULL,NULL,"rs1260326-T","rs1260326",1260326,"missense",0,0.56,2E-8,7.69897,"(Japanese)",.03,0.03,"[0.017-0.037] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2427,"2012-12-21",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6688,"rs1260326",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","2p23.3",2,27730940,"GCKR-FNDC4","GCKR",NULL,NULL,"rs1260326-T","rs1260326",1260326,"missense",0,0.41,4E-19,18.3979,"",.01,0.01,"[0.011-0.017] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2425,"2012-12-21",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6680,"rs4806073",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","19q13.12",19,35555190,"HPN, SCN1B","HPN;LOC100128675",NULL,NULL,"rs4806073-C","rs4806073",4806073,"intron;intron",0,0.93,3E-15,14.5229,"(EA)",.03,0.03,"[0.019-0.032] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2426,"2012-12-21",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6689,"rs4806073",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","19q13.12",19,35555190,"HPN, SCN1B","HPN;LOC100128675",NULL,NULL,"rs4806073-C","rs4806073",4806073,"intron;intron",0,0.93,4E-18,17.3979,"",.03,0.03,"[0.021-0.033] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2425,"2012-12-21",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6682,"rs11078597",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","17p13.3",17,1618363,"SERPINF2, WDR81","MIR22HG;WDR81;MIR22",NULL,NULL,"rs11078597-C","rs11078597",11078597,"intron;nearGene-5;nearGene-5",0,0.18,7E-13,12.1549,"(EA)",.02,0.02,"[0.015-0.026] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2426,"2012-12-21",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6690,"rs11078597",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","17p13.3",17,1618363,"SERPINF2, WDR81","MIR22HG;WDR81;MIR22",NULL,NULL,"rs11078597-C","rs11078597",11078597,"intron;nearGene-5;nearGene-5",0,0.18,1E-14,14,"",.02,0.02,"[0.015-0.026] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2425,"2012-12-21",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6683,"rs694419",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","18q21.33",18,60126112,"TNFRSF11A, ZCCHC2","ACTBP9 - ZCCHC2",69,54877,"rs694419-T","rs694419",694419,"Intergenic",1,0.52,1E-8,8,"(EA)",.01,0.01,"[0.0062-0.0124] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2426,"2012-12-21",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6691,"rs694419",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","18q21.33",18,60126112,"TNFRSF11A, ZCCHC2","ACTBP9 - ZCCHC2",69,54877,"rs694419-T","rs694419",694419,"Intergenic",1,0.52,4E-9,8.39794,"",.01,0.01,"[0.0064-0.0126] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2425,"2012-12-21",1,1
"rs2280401","Alb","min",0.3941,0.006941,"Serum albumin level || Serum albumin level (EA) || Hematological and biochemical traits (TP) || Serum total protein level || Metabolite levels (ALB) || Serum total protein level (Japanese)","Hematological and biochemical traits (TP) || Metabolite levels (ALB) || Serum albumin level || Serum albumin level (EA) || Serum total protein level || Serum total protein level (Japanese)",19,50000009,"RPS11","rs2280401",22697,645,8138,"Silent",0.15920000,0.002228,0.66,0.00261,0.6121,-0.002543,0.6794,0.006941,0.3941,0.00222,0.6762,0.98,0.5392,0.96,0.6179,"LiverPanel","ALBUMIN BLOOD","ALB",6684,"rs2280401",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","19q13.33",19,50000009,"RPS11, FCGRT","RPS11;SNORD35B",NULL,NULL,"rs2280401-A","rs2280401",2280401,"intron;nearGene-5",0,0.17,8E-7,6.09691,"(EA)",.01,0.01,"[0.0074-0.0168] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2426,"2012-12-21",1,0
"rs2280401","Alb","min",0.3941,0.006941,"Serum albumin level || Serum albumin level (EA) || Hematological and biochemical traits (TP) || Serum total protein level || Metabolite levels (ALB) || Serum total protein level (Japanese)","Hematological and biochemical traits (TP) || Metabolite levels (ALB) || Serum albumin level || Serum albumin level (EA) || Serum total protein level || Serum total protein level (Japanese)",19,50000009,"RPS11","rs2280401",22697,645,8138,"Silent",0.15920000,0.002228,0.66,0.00261,0.6121,-0.002543,0.6794,0.006941,0.3941,0.00222,0.6762,0.98,0.5392,0.96,0.6179,"LiverPanel","ALBUMIN BLOOD","ALB",6692,"rs2280401",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","19q13.33",19,50000009,"RPS11, FCGRT","RPS11;SNORD35B",NULL,NULL,"rs2280401-A","rs2280401",2280401,"intron;nearGene-5",0,0.17,6E-9,8.22185,"",.01,0.01,"[0.0089-0.0179] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2425,"2012-12-21",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6686,"rs2293579",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","11p11.2",11,47440758,"PSMC3","PSMC3",NULL,NULL,"rs2293579-A","rs2293579",2293579,"intron",0,0.40,8E-8,7.09691,"(EA)",.01,0.01,"[0.0060-0.0126] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2426,"2012-12-21",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6693,"rs2293579",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","11p11.2",11,47440758,"PSMC3","PSMC3",NULL,NULL,"rs2293579-A","rs2293579",2293579,"intron",0,0.40,1E-7,7,"",.01,0.01,"[0.0055-0.0117] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2425,"2012-12-21",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ALB",6694,"rs12914385",23022100,"Discovery and fine mapping of serum protein loci through transethnic meta-analysis.","Serum albumin level","Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals","NR","15q25.1",15,78898723,"CHRNA3, CHRNA5","CHRNA3",NULL,NULL,"rs12914385-C","rs12914385",12914385,"intron",0,0.61,6E-7,6.22185,"",.01,0.01,"[0.0048-0.0106] unit increase","Illumina and Affymetrix [~2.5 million] (imputed)","N",2425,"2012-12-21",1,0
"rs734553","UricA","mean",4.168e-18,-0.3178,"Serum uric acid levels || Uric acid levels (men) || Uric acid levels (women) || Gout","Gout || Serum uric acid levels || Uric acid levels (men) || Uric acid levels (women) || Urate levels || Renal function-related traits (urea) || Uric acid levels || Metabolic traits (urate, histidine) || Uric acid levels (Obese) || Biochemical measures (uric acid) || Urate levels (Gout) || Urate levels (Urate) || Urate levels (whites)",4,9923004,"SLC2A9","rs734553",6575,2563,200,"Silent,Silent",0.23940000,-0.3178,4.168e-18,-0.3196,4.772e-18,-0.3412,4.979e-16,-0.2468,0.00000000002046,-0.393,0.00000000000001571,1.45,0.0006598,0.74,0.00000000001772,"RoutChems","URIC ACID BLOOD","UricA",9672,"rs734553",21983786,"Identification of low-frequency variants associated with gout and serum uric acid levels.","Serum uric acid levels","15,506 Icelandic ancestry individuals","NR","4p16.1",4,9923004,"SLC2A9","SLC2A9",NULL,NULL,"rs734553-T","rs734553",734553,"intron",0,0.79,1E-80,80,"",.24,0.24,"[0.22-0.27] s.d. increase","Illumina [15,957,390] (Imputed)","N",2440,"2014-02-13",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"UricA",9673,"rs2231142",21983786,"Identification of low-frequency variants associated with gout and serum uric acid levels.","Serum uric acid levels","15,506 Icelandic ancestry individuals","NR","4q22.1",4,89052323,"ABCG2","ABCG2",NULL,NULL,"rs2231142-T","rs2231142",2231142,"missense",0,0.101,2E-20,19.699,"",.16,0.16,"[0.12-0.19] s.d. increase","Illumina [15,957,390] (Imputed)","N",2440,"2014-02-13",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"UricA",9674,"rs1165196",21983786,"Identification of low-frequency variants associated with gout and serum uric acid levels.","Serum uric acid levels","15,506 Icelandic ancestry individuals","NR","6p22.2",6,25813150,"SLC17A cluster","SLC17A1",NULL,NULL,"rs1165196-A","rs1165196",1165196,"missense",0,0.492,3E-6,5.52288,"",.05,0.05,"[0.03-0.07] s.d. increase","Illumina [15,957,390] (Imputed)","N",2440,"2014-02-13",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TSH",16184,"rs4704397",18514160,"Phosphodiesterase 8B gene variants are associated with serum TSH levels and thyroid function.","Thyroid stimulating hormone","4,300 Sardinian indivduals","1,164 Italian indivduals, 1,136 Old Order Amish individuals, 1,858 Sardinian individuals","5q13.3",5,76518442,"PDE8B","PDE8B",NULL,NULL,"rs4704397-A","rs4704397",4704397,"intron",0,0.44,2E-20,19.699,"",.25,0.25,"[0.17-0.33] uIU/ml increase","Affymetrix [362,129]","N",2590,"2013-05-02",1,1
"rs6977660","TSH","first",0.1008,0.1943,"Thyroid stimulating hormone","Thyroid stimulating hormone",7,19805480,"TMEM196","rs6977660",16923,3216,2206,"Silent",0.14900000,0.07235,0.2573,0.00592,0.9109,0.1943,0.1008,-0.03969,0.3473,0.385,0.1135,0.94,0.174,1.01,0.8382,"Thyroid","THYROID STIM HORMONE","TSH",16614,"rs6977660",17903292,"A genome-wide association for kidney function and endocrine-related traits in the NHLBI's Framingham Heart Study.","Thyroid stimulating hormone","810-1,010 individualsdepending on measure(Framingham)","NR","7p21.1",7,19805480,"Intergenic","TMEM196",NULL,NULL,"rs6977660-?","rs6977660",6977660,"intron",0,"NR",4E-6,5.39794,"","NR",NULL,"NR","Affymetrix[70,897]","N",2590,"2008-11-25",0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TSH",16615,"rs9322817",17903292,"A genome-wide association for kidney function and endocrine-related traits in the NHLBI's Framingham Heart Study.","Thyroid stimulating hormone","810-1,010 individualsdepending on measure(Framingham)","NR","6q16.3",6,105232233,"HACE1","HACE1",NULL,NULL,"rs9322817-?","rs9322817",9322817,"intron",0,"NR",7E-6,5.1549,"","NR",NULL,"NR","Affymetrix[70,897]","N",2590,"2008-11-25",0,0
"rs10499559","TSH","median",0.06247,-0.1042,"Thyroid stimulating hormone",NULL,7,22109459,"","rs10499559",16923,3216,2206,"",0.13390000,-0.07468,0.2686,-0.1042,0.06247,-0.1135,0.3647,-0.0635,0.1549,-0.05994,0.8156,1.01,0.8192,1.01,0.7977,"Thyroid","THYROID STIM HORMONE","TSH",16616,"rs10499559",17903292,"A genome-wide association for kidney function and endocrine-related traits in the NHLBI's Framingham Heart Study.","Thyroid stimulating hormone","810-1,010 individualsdepending on measure(Framingham)","NR","7p15.3",7,22109459,"RAPGEF5","CDCA7L - RAPGEF5",55536,9771,"rs10499559-?","rs10499559",10499559,"Intergenic",1,"NR",8E-6,5.09691,"","NR",NULL,"NR","Affymetrix[70,897]","N",2590,"2008-11-25",0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Trigs",533,"rs2160669",24097068,"Discovery and refinement of loci associated with lipid levels.","Triglycerides","94,595 European ancestry individuals","8,743 East Asian ancestry individuals","11q23.3",11,116647607,"APOA5, A4, C3, A1","BUD13 - ZNF259",84811,8882,"rs2160669-?","rs2160669",2160669,"Intergenic",1,0.73,3E-128,127.523,"","NR",NULL,"NR","NR (Imputed)","N",2613,"2014-05-13",1,1
"rs1832007","Trigs","min",0.01996,2.767,"Triglycerides",NULL,10,5254847,"AKR1C4","rs1832007",14345,11359,0,"Silent",0.15380000,2.619,0.1328,2.072,0.1998,3.367,0.2307,2.767,0.01996,3.286,0.4608,1.00,1,1.04,0.3025,"Lipids","TRIGLYCERIDES BLOOD","Trigs",534,"rs1832007",24097068,"Discovery and refinement of loci associated with lipid levels.","Triglycerides","94,595 European ancestry individuals","93,982 European ancestry individuals","10p15.1",10,5254847,"AKR1C4","AKR1C4",NULL,NULL,"rs1832007-G","rs1832007",1832007,"intron",0,0.18,2E-12,11.699,"",.03,0.03,"[NR] mg/dL decrease","NR (Imputed)","N",2613,"2014-05-12",1,1
"rs2131925","Trigs","median",0.00002889,-5.113,"Cholesterol, total || Triglycerides || LDL cholesterol","Lipid metabolism phenotypes (VLDL.small, fasting) || Triglycerides || Lipid metabolism phenotypes (MobCH) || Cholesterol, total || LDL cholesterol || Metabolite levels || Lipid metabolism phenotypes (TG.by.NMR, fasting) || Lipid metabolism phenotypes (TG.by.NMR, whole) || Lipid metabolism phenotypes (VLDL.medium, fasting) || Lipid metabolism phenotypes (VLDL.small, whole) || Lipid metabolism phenotypes (VLDL.total, fasting) || Lipid metabolism phenotypes (VLDL.total, whole)",1,63025942,"DOCK7","rs2131925",14345,11359,0,"Silent",0.34000000,-5.413,0.0000391,-5.113,0.00002889,-4.808,0.02324,-2.774,0.002068,-10.32,0.002114,1.00,1,0.98,0.5547,"Lipids","TRIGLYCERIDES BLOOD","Trigs",535,"rs2131925",24097068,"Discovery and refinement of loci associated with lipid levels.","Triglycerides","94,595 European ancestry individuals","93,982 European ancestry individuals","1p31.3",1,63025942,"ANGPTL3","DOCK7",NULL,NULL,"rs2131925-G","rs2131925",2131925,"intron",0,0.34,3E-74,73.5229,"",.07,0.07,"[NR] mg/dL decrease","NR (Imputed)","N",2613,"2014-05-12",1,1
"rs2131925","Trigs","median",0.00002889,-5.113,"Cholesterol, total || Triglycerides || LDL cholesterol","Lipid metabolism phenotypes (VLDL.small, fasting) || Triglycerides || Lipid metabolism phenotypes (MobCH) || Cholesterol, total || LDL cholesterol || Metabolite levels || Lipid metabolism phenotypes (TG.by.NMR, fasting) || Lipid metabolism phenotypes (TG.by.NMR, whole) || Lipid metabolism phenotypes (VLDL.medium, fasting) || Lipid metabolism phenotypes (VLDL.small, whole) || Lipid metabolism phenotypes (VLDL.total, fasting) || Lipid metabolism phenotypes (VLDL.total, whole)",1,63025942,"DOCK7","rs2131925",14345,11359,0,"Silent",0.34000000,-5.413,0.0000391,-5.113,0.00002889,-4.808,0.02324,-2.774,0.002068,-10.32,0.002114,1.00,1,0.98,0.5547,"Lipids","TRIGLYCERIDES BLOOD","Trigs",12949,"rs2131925",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Triglycerides","Up to 96,598 European descent individuals",NULL,"1p31.3",1,63025942,"ANGPTL3,DOCK7","DOCK7",NULL,NULL,"rs2131925-G","rs2131925",2131925,"intron",0,0.32,9E-43,42.0458,"",4.94,4.94,"[4.16-5.72] mg/dL decrease","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",2613,"2012-01-25",1,1
