"Chr","Chr_pos","SNP","jd_code","PUBMEDID","Disease_Trait","Reported_Gene","Mapped_gene","p_value","OR_or_beta_text","CI_95","Context","Risk_Allele_Frequency","Initial_Sample_Size","SNP","jd_code","jd_string","cases","controls","odds_ratio","P","CHR","BP","gene","rsID","Mutation","MAF_W","PHRED","catalog_assoc_SNP","catalog_assoc_gene","RawScore","Category","Category_string"
4,6270056,"rs4689388",250.2,19734900,"Type 2 diabetes and other traits","WFS1, PPP2R2C","WFS1",1E-8,1.16,"[1.10-1.21]","nearGene-5",0.57,"679 French cases, 697 French controls","rs4689388",250.2,"Type 2 diabetes",4675,21534,0.93,0.001355,4,6270056,"","rs4689388","",0.42090000,0.1130,"Type 2 diabetes and other traits",NULL,-1.135268,3,"endocrine/metabolic"
6,20657564,"rs4712523",250.2,19734900,"Type 2 diabetes and other traits","CDKAL1","CDKAL1",2E-12,1.20,"[1.14-1.26]","intron",0.32,"679 French cases, 697 French controls","rs4712523",250.2,"Type 2 diabetes",4675,21534,1.10,0.0002567,6,20657564,"CDKAL1","rs4712523","Silent",0.30980000,4.9980,"Type 2 diabetes and other traits || Type 2 diabetes","Body mass index || Ileal carcinoids || Type 2 diabetes || Type 2 diabetes and other traits || Crohn's disease || Birth weight || Glycated hemoglobin levels || Diabetes (gestational) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Lean) || Type 2 diabetes (Obese) || Type 2 diabetes (Chinese+Malay+Indian) || Glycemic traits (1-hPG) || Inflammatory bowel disease || Obesity-related traits (Weight z-score ) || Type 2 diabetes (non-obese)",0.185385,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,19734900,"Type 2 diabetes and other traits","TCF7L2","TCF7L2",1E-30,1.48,"[1.39-1.57]","intron",0.27,"679 French cases, 697 French controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
11,116648917,"rs964184",272.12,23505323,"Hypertriglyceridemia","ZNF259,KIAA0999,BUD13,APOC3,APOA5,APOA4,APOA1","ZNF259",5E-35,1.77,"[1.67-1.87]","nearGene-3",0.30,"1,122 Mexican ancestry cases, 1,118 Mexican ancestry controls","rs964184",272.12,"Hyperglyceridemia",209,18595,1.57,0.0002813,11,116648917,"","rs964184","",0.13510000,0.4440,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",NULL,-0.897302,3,"endocrine/metabolic"
11,116648917,"rs964184",272.12,20657596,"Hypertriglyceridemia","APOA5","ZNF259",5E-24,3.28,"[2.61-4.14]","nearGene-3",0.14,"463 European ancestry cases, 1,197 European ancestry controls","rs964184",272.12,"Hyperglyceridemia",209,18595,1.57,0.0002813,11,116648917,"","rs964184","",0.13510000,0.4440,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",NULL,-0.897302,3,"endocrine/metabolic"
5,1322087,"rs401681",172.11,21983787,"Melanoma","TERT, CLPTM1L","CLPTM1L",3E-8,1.20,"[1.12-1.28]","intron",0.46,"2,804 European ancestry cases, 7,618 European ancestry controls","rs401681",172.11,"Melanomas of skin",1039,24078,1.15,0.002545,5,1322087,"CLPTM1L","rs401681","Silent",0.43820000,1.6490,"Melanoma || Pancreatic cancer || Bladder cancer || Lung cancer || Basal cell carcinoma || Prostate-specific antigen levels","Lung adenocarcinoma || Basal cell carcinoma || Bladder cancer || Lung cancer || Melanoma || Pancreatic cancer || Prostate-specific antigen levels",-0.514529,2,"neoplasms"
9,21816528,"rs7023329",172.11,21983787,"Melanoma","CDKN2A, MTAP","MTAP",7E-9,1.20,"[1.14-1.28]","intron",0.51,"2,804 European ancestry cases, 7,618 European ancestry controls","rs7023329",172.11,"Melanomas of skin",1039,24078,1.16,0.001228,9,21816528,"MTAP","rs7023329","Silent",0.48960000,0.5400,"Melanoma","Melanoma",-0.853874,2,"neoplasms"
11,89011046,"rs1393350",172.11,21983787,"Melanoma","TYR","TYR",2E-13,1.30,"[1.21-1.39]","intron",0.28,"2,804 European ancestry cases, 7,618 European ancestry controls","rs1393350",172.11,"Melanomas of skin",1039,24078,1.25,0.000003731,11,89011046,"TYR","rs1393350","Silent",0.27490000,2.8990,"Blue vs. green eyes || Tanning || Vitiligo || Skin sensitivity to sun || Melanoma || Eye color (Eye color)","Age-related macular degeneration (EA) || Freckles || Skin pigmentation || Sunburns || Tanning || Blue vs. green eyes || Eye color (eye color) || Melanoma || Skin sensitivity to sun || Vitiligo || Eye color (green eyes)",-0.228007,2,"neoplasms"
16,89755903,"rs258322",172.11,21983787,"Melanoma","MC1R","CDK10",3E-27,1.70,"[1.54-1.87]","intron",0.11,"2,804 European ancestry cases, 7,618 European ancestry controls","rs258322",172.11,"Melanomas of skin",1039,24078,1.48,0.000000002519,16,89755903,"CDK10","rs258322","Silent,Silent,Silent,Silent,Silent,Silent",0.10220000,3.0730,"Melanoma || Black vs. red hair color","Black vs. red hair color || Melanoma",-0.190805,2,"neoplasms"
11,89011046,"rs1393350",172.11,19578364,"Melanoma","TYR","TYR",2E-14,1.29,"[1.21-1.38]","intron",0.27,"1,539 European ancestry cases, 3,917 European ancestry controls","rs1393350",172.11,"Melanomas of skin",1039,24078,1.25,0.000003731,11,89011046,"TYR","rs1393350","Silent",0.27490000,2.8990,"Blue vs. green eyes || Tanning || Vitiligo || Skin sensitivity to sun || Melanoma || Eye color (Eye color)","Age-related macular degeneration (EA) || Freckles || Skin pigmentation || Sunburns || Tanning || Blue vs. green eyes || Eye color (eye color) || Melanoma || Skin sensitivity to sun || Vitiligo || Eye color (green eyes)",-0.228007,2,"neoplasms"
16,89755903,"rs258322",172.11,19578364,"Melanoma","MC1R","CDK10",3E-27,1.67,"[1.52-1.83]","intron",0.09,"1,539 European ancestry cases, 3,917 European ancestry controls","rs258322",172.11,"Melanomas of skin",1039,24078,1.48,0.000000002519,16,89755903,"CDK10","rs258322","Silent,Silent,Silent,Silent,Silent,Silent",0.10220000,3.0730,"Melanoma || Black vs. red hair color","Black vs. red hair color || Melanoma",-0.190805,2,"neoplasms"
16,90066936,"rs4785763",172.11,19578364,"Melanoma","MC1R","AFG3L1P",6E-22,1.36,"[1.28-1.45]","ncRNA",0.32,"1,539 European ancestry cases, 3,917 European ancestry controls","rs4785763",172.11,"Melanomas of skin",1039,24078,1.32,0.000000001589,16,90066936,"AFG3L1P","rs4785763","Silent",0.33760000,6.2740,"Melanoma","Melanoma",0.418645,2,"neoplasms"
20,33171772,"rs910873",172.11,18488026,"Melanoma","CDC91L1","PIGU",1E-15,1.75,"[1.53-2.01]","intron",0.09,"864 cases,864 controls","rs910873",172.11,"Melanomas of skin",1039,24078,1.55,0.0000000001533,20,33171772,"PIGU","rs910873","Silent",0.09070000,1.2140,"Melanoma","Melanoma",-0.628918,2,"neoplasms"
2,200676926,"rs7605378",743.1,21573128,"Osteoporosis","LOC348751, FONG","FONG",2E-8,1.25,"[1.16-1.35]","intron",0.56,"190 Japanese ancestry cases, 1,557 Japanese ancestry controls","rs7605378",743.1,"Osteoporosis",2805,23036,0.91,0.006208,2,200676926,"FONG","rs7605378","Silent",0.31460000,9.9490,"Osteoporosis","Osteoporosis || Adverse response to chemotherapy (neutropenia/leucopenia) (all anthracycline-based drugs) (Allelic model)",1.219534,14,"musculoskeletal"
6,31391401,"rs4418214","071",21051598,"HIV-1 control","MICA","MICA - HLA-X",1E-34,4.40,"[NR]","Intergenic",0.075,"516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls","rs4418214","071","Human immunodeficiency virus [HIV] disease",123,24451,1.51,0.04592,6,31391401,"","rs4418214","",0.08218000,2.4870,"HIV-1 control (European) || HIV-1 susceptibility",NULL,-0.318428,1,"infectious diseases"
20,62309839,"rs6010620",191.11,19578366,"Glioma (high-grade)","RTEL1","RTEL1;RTEL1-TNFRSF6B",3E-9,1.52,"[1.32-1.75]","intron;intron",0.77,"692 high-grade cases, 3,992 controls","rs6010620",191.11,"Cancer of brain",575,27909,0.86,0.03973,20,62309839,"RTEL1,RTEL1-TNFRSF6B","rs6010620","Silent,Silent,Silent",0.23530000,2.5430,"Glioma (high-grade) || Glioma",NULL,-0.305757,2,"neoplasms"
8,129192271,"rs2019960",201,24149102,"Hodgkin's lymphoma","NR","MIR1208 - MIR3686",6E-10,1.37,"[NR]","Intergenic",0.23,"1,465 European ancestry cases, 6,417 European ancestry controls","rs2019960",201,"Hodgkin's disease",319,26979,1.22,0.03237,8,129192271,"","rs2019960","",0.22040000,2.6930,"Hodgkin's lymphoma || Multiple sclerosis (Conditioned on rs4410871)",NULL,-0.272804,2,"neoplasms"
8,129192271,"rs2019960",201,21037568,"Hodgkin's lymphoma","PVT1","MIR1208 - MIR3686",1E-13,1.33,"[1.23-1.44]","Intergenic",0.23,"589 European ancestry cases, 5,199 European ancestry controls","rs2019960",201,"Hodgkin's disease",319,26979,1.22,0.03237,8,129192271,"","rs2019960","",0.22040000,2.6930,"Hodgkin's lymphoma || Multiple sclerosis (Conditioned on rs4410871)",NULL,-0.272804,2,"neoplasms"
4,45182527,"rs10938397",278.1,23563607,"Obesity","GNPDA2","PRDX4P1 - PRKRIRP9",3E-34,1.12,"[NR]","Intergenic",0.43,"93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls","rs10938397",278.1,"Obesity",2553,24867,1.08,0.01049,4,45182527,"","rs10938397","",0.43480000,1.4620,"Body mass index || Obesity (Obesity class I)",NULL,-0.562120,3,"endocrine/metabolic"
6,50798526,"rs2206277",278.1,23563607,"Obesity","TFAP2B","TFAP2B",5E-22,1.12,"[NR]","intron",0.18,"93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls","rs2206277",278.1,"Obesity",2553,24867,1.09,0.02314,6,50798526,"TFAP2B","rs2206277","Silent",0.17770000,0.0060,"Obesity (Obesity class I) || Metabolic syndrome (bivariate traits) (WC-GLUC) || Obesity (Overweight)","Adiposity (WC) || Body mass index || Renal function-related traits (BUN) || Metabolic syndrome (bivariate traits) (WC-GLUC) || Obesity (Obesity class I) || Obesity (Overweight)",-2.019018,3,"endocrine/metabolic"
12,50247468,"rs7138803",278.1,23563607,"Obesity","LOC144233","BCDIN3D - RPL35AP28",1E-20,1.09,"[NR]","Intergenic",0.38,"93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls","rs7138803",278.1,"Obesity",2553,24867,1.07,0.0175,12,50247468,"","rs7138803","",0.37140000,11.7900,"Obesity (Obesity class I) || Weight || Body mass index || Obesity (Obesity class II) || Waist circumference",NULL,1.743110,3,"endocrine/metabolic"
12,50247468,"rs7138803",278.1,23563607,"Obesity","LOC144233","BCDIN3D - RPL35AP28",1E-16,1.14,"[NR]","Intergenic",0.38,"93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls","rs7138803",278.1,"Obesity",2553,24867,1.07,0.0175,12,50247468,"","rs7138803","",0.37140000,11.7900,"Obesity (Obesity class I) || Weight || Body mass index || Obesity (Obesity class II) || Waist circumference",NULL,1.743110,3,"endocrine/metabolic"
16,53800954,"rs1421085",278.1,23563607,"Obesity","FTO","FTO",6E-39,1.45,"[NR]","intron",0.41,"93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls","rs1421085",278.1,"Obesity",2553,24867,1.18,0.0000000146,16,53800954,"FTO","rs1421085","Silent",0.40830000,14.9000,"Obesity (children) || Obesity (Obesity class III) || Obesity (early onset extreme) || Dietary macronutrient intake (Protein)","Body mass index || Obesity (early onset extreme) || Subcutaneous adipose tissue (women) || Dietary macronutrient intake (Protein) || Obesity (children) || Obesity (Obesity class III) || Obesity || Obesity (Overweight) || Obesity (extreme) || Waist circumference || Weight || Obesity (Obesity class II) || Body mass index (discovery + validation) || Obesity (Obesity class I) || Osteoarthritis || Adiposity || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (obese) || Subcutaneous adipose tissue (overall) || Obesity-related traits (BMI) || Obesity-related traits (hip) || Obesity-related traits (weight) || Biomedical quantitative traits (BMI) || Menarche (age at onset) || Metabolic syndrome (Waist) || Breast cancer || Sex hormone-binding globulin levels || Melanoma || Obesity (obesity) || Body mass index (African American and Sub-Saharan)",2.674641,3,"endocrine/metabolic"
16,53803574,"rs1558902",278.1,23563607,"Obesity","FTO","FTO",2E-81,1.14,"[NR]","intron",0.41,"93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls","rs1558902",278.1,"Obesity",2553,24867,1.18,0.00000001295,16,53803574,"FTO","rs1558902","Silent",0.40880000,3.5380,"Body mass index || Waist circumference || Obesity || Obesity (extreme) || Obesity (Overweight)","Body mass index || Obesity (early onset extreme) || Subcutaneous adipose tissue (women) || Dietary macronutrient intake (Protein) || Obesity (children) || Obesity (Obesity class III) || Obesity || Obesity (Overweight) || Obesity (extreme) || Waist circumference || Weight || Obesity (Obesity class II) || Body mass index (discovery + validation) || Obesity (Obesity class I) || Osteoarthritis || Adiposity || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (obese) || Subcutaneous adipose tissue (overall) || Obesity-related traits (BMI) || Obesity-related traits (hip) || Obesity-related traits (weight) || Biomedical quantitative traits (BMI) || Menarche (age at onset) || Metabolic syndrome (Waist) || Breast cancer || Sex hormone-binding globulin levels || Melanoma || Obesity (obesity) || Body mass index (African American and Sub-Saharan)",-0.094276,3,"endocrine/metabolic"
18,57851763,"rs10871777",278.1,23563607,"Obesity","MC4R","RPS3AP49 - MC4R",2E-27,1.10,"[NR]","Intergenic",0.24,"93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls","rs10871777",278.1,"Obesity",2553,24867,1.12,0.0007113,18,57851763,"","rs10871777","",0.23240000,0.7510,"Obesity (Overweight) || Obesity (extreme)",NULL,-0.772872,3,"endocrine/metabolic"
1,72765116,"rs2568958",278.1,23563607,"Obesity","NEGR1","GDI2P2 - RPL31P12",4E-16,1.06,"[NR]","Intergenic",0.61,"93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls","rs2568958",278.1,"Obesity",2553,24867,0.92,0.005931,1,72765116,"","rs2568958","",0.37930000,0.3830,"Obesity (Overweight) || Body mass index || Weight",NULL,-0.927835,3,"endocrine/metabolic"
6,50798526,"rs2206277",278.1,23563607,"Obesity","TFAP2B","TFAP2B",7E-16,1.07,"[NR]","intron",0.18,"93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls","rs2206277",278.1,"Obesity",2553,24867,1.09,0.02314,6,50798526,"TFAP2B","rs2206277","Silent",0.17770000,0.0060,"Obesity (Obesity class I) || Metabolic syndrome (bivariate traits) (WC-GLUC) || Obesity (Overweight)","Adiposity (WC) || Body mass index || Renal function-related traits (BUN) || Metabolic syndrome (bivariate traits) (WC-GLUC) || Obesity (Obesity class I) || Obesity (Overweight)",-2.019018,3,"endocrine/metabolic"
