,SNP,Lab_name,best_measure,best_P,best_OR_Beta,catalog_assoc_SNP,catalog_assoc_gene,CHR,MapInfo,gene,rsID,cases,eh_case,el_case,Mutation,MAF_W,mean_Beta,mean_P,median_Beta,median_P,first_Beta,first_P,min_Beta,min_P,max_Beta,max_P,ever_low_OR,ever_low_P,ever_high_OR,ever_high_P,Lab_cat,Lab_full_name,SNP.1,lab_name,jd_string,trait
825,rs2240466,Trigs,mean,6.977e-07,-9.486,Caffeine consumption || Triglycerides,Hypertriglyceridemia || Triglycerides || Urate levels || Caffeine consumption || Protein C levels,7,72856269.0,BAZ1B,rs2240466,14345.0,11359.0,0.0,Silent,0.1214,-9.486,6.977e-07,-8.29,3.04e-06,-8.187000000000001,0.007803,-4.343,0.0008988999999999999,-20.19,3.474e-05,1.0,1.0,0.96,0.3643,Lipids,TRIGLYCERIDES BLOOD,rs2240466,Trigs,Hyperglyceridemia,Triglycerides
828,rs174547,Trigs,median,5.247999999999999e-07,6.098,Resting heart rate || Metabolic traits (SM-3 + 152 other traits) || Phospholipid levels (plasma) (DPA) || Comprehensive strength and appendicular lean mass (Males + Females) || Lipid metabolism phenotypes (LA/PUFA) || Phospholipid levels (plasma) (ALA) || HDL cholesterol || Metabolite levels (PC aa C36:3/PC aa C36:4) || Triglycerides,"Cholesterol, total || HDL cholesterol || LDL cholesterol || Metabolic syndrome (HDL) || Triglycerides || Comprehensive strength and appendicular lean mass (Males + Females) || Lipid metabolism phenotypes (LA/PUFA) || Metabolic traits (SM-3 + 152 other traits) || Metabolite levels (PC aa C36:3/PC aa C36:4) || Phospholipid levels (plasma) (ALA) || Phospholipid levels (plasma) (DPA) || Resting heart rate || Hematology traits (ALB/GLB) || Metabolite levels (PC) || Comprehensive strength and appendicular lean mass (Males) || Heart rate || Metabolite levels (Glycerolphosphocholine) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-B) || Fasting glucose-related traits (interaction with BMI) || Phospholipid levels (plasma) (EPA)",11,61570783.0,FADS1,rs174547,14345.0,11359.0,0.0,Silent,0.337,6.465,7.781999999999999e-07,6.098,5.247999999999999e-07,7.249,0.0005773,3.2060000000000004,0.000342,13.23,7.426e-05,1.0,1.0,1.01,0.6575,Lipids,TRIGLYCERIDES BLOOD,rs174547,Trigs,Hyperglyceridemia,Triglycerides
829,rs7679,Trigs,min,3.737e-05,4.532,HDL cholesterol || Triglycerides,HDL cholesterol || Triglycerides,20,44576502.0,PCIF1,rs7679,14345.0,11359.0,0.0,Silent,0.1858,4.612,0.004109000000000001,4.611000000000001,0.002009,7.905,0.0022370000000000003,4.532,3.737e-05,5.268,0.1989,1.0,1.0,1.05,0.2287,Lipids,TRIGLYCERIDES BLOOD,rs7679,Trigs,Hyperglyceridemia,Triglycerides
830,rs7819412,Trigs,mean,0.059129999999999995,-2.339,Triglycerides,Triglycerides,8,11045161.0,XKR6,rs7819412,14345.0,11359.0,0.0,Silent,0.4944,-2.339,0.059129999999999995,-2.068,0.07242,-1.768,0.3755,-1.2919999999999998,0.1275,-4.96,0.1167,1.0,1.0,0.99,0.6166,Lipids,TRIGLYCERIDES BLOOD,rs7819412,Trigs,Hyperglyceridemia,Triglycerides
837,rs17216525,Trigs,mean,0.011640000000000001,-5.8,Triglycerides,,19,19662220.0,,rs17216525,14345.0,11359.0,0.0,,0.08077,-5.8,0.011640000000000001,-5.375,0.011770000000000001,-7.9110000000000005,0.03235,-2.231,0.1558,-14.73,0.01195,1.0,1.0,1.0,0.946,Lipids,TRIGLYCERIDES BLOOD,rs17216525,Trigs,Hyperglyceridemia,Triglycerides
842,rs16996148,Trigs,median,0.005246,-5.877000000000001,LDL cholesterol || Triglycerides,,19,19658472.0,,rs16996148,14345.0,11359.0,0.0,,0.08226,-6.32,0.005336,-5.877000000000001,0.005246,-8.138,0.02572,-2.369,0.1266,-15.79,0.006318,1.0,1.0,1.01,0.9084,Lipids,TRIGLYCERIDES BLOOD,rs16996148,Trigs,Hyperglyceridemia,Triglycerides
843,rs12130333,Trigs,median,0.005219,-4.005,Triglycerides,,1,63191777.0,,rs12130333,14345.0,11359.0,0.0,,0.2069,-4.077,0.008268000000000001,-4.005,0.005219,-3.033,0.2222,-2.073,0.04966,-7.231,0.06634,1.0,1.0,1.0,0.9406,Lipids,TRIGLYCERIDES BLOOD,rs12130333,Trigs,Hyperglyceridemia,Triglycerides
844,rs28927680,Trigs,mean,1.38e-16,20.04,Lipid traits (Triglycerides) || Triglycerides,HDL Cholesterol - Triglycerides (HDLC-TG) || Metabolic syndrome || Waist Circumference - Triglycerides (WC-TG) || Metabolic syndrome (bivariate traits) (TG-GLUC) || Triglycerides-Blood Pressure (TG-BP) || Triglycerides,11,116619073.0,BUD13,rs28927680,14345.0,11359.0,0.0,"Silent,Silent",0.06812,20.04,1.38e-16,18.21,6.1960000000000005e-16,26.04,2.5179999999999997e-11,9.84,3.016e-09,41.16,2.845e-11,1.0,1.0,1.16,0.01521,Lipids,TRIGLYCERIDES BLOOD,rs28927680,Trigs,Hyperglyceridemia,Triglycerides
850,rs326,Trigs,mean,2.12e-20,-12.53,Triglycerides || Triglycerides (AA) || HDL cholesterol (AA),"Metabolic syndrome (HDL) || Metabolic syndrome || Metabolic syndrome (bivariate traits) (HDLC-WC) || HDL cholesterol || HDL cholesterol (AA) || Triglycerides || Triglycerides (AA) || Triglycerides (TG) || Lipid metabolism phenotypes (HDL-C.assay, fasting) || Lipid metabolism phenotypes (HDL-C.assay, whole) || Lipid metabolism phenotypes (HDL-C.by.NMR, fasting) || Lipid metabolism phenotypes (HDL-C.by.NMR, whole) || HDL Cholesterol - Triglycerides (HDLC-TG) || Triglycerides-Blood Pressure (TG-BP) || Lipid metabolism phenotypes (TG.by.NMR, fasting) || Lipid metabolism phenotypes (VLDL.medium, fasting)",8,19819439.0,LPL,rs326,14345.0,11359.0,0.0,Silent,0.2929,-12.53,2.12e-20,-11.6,2.848e-20,-17.77,3.472e-16,-7.087000000000001,1.985e-14,-24.06,3.295e-12,1.0,1.0,0.9,0.0005765,Lipids,TRIGLYCERIDES BLOOD,rs326,Trigs,Hyperglyceridemia,Triglycerides
851,rs2075292,Trigs,median,1.4179999999999999e-07,9.677999999999999,Triglycerides,Triglycerides || Visceral adipose tissue adjusted for BMI (men) || Iron status biomarkers (sTfR) || Infantile hypertrophic pyloric stenosis,11,116732512.0,SIK3,rs2075292,14345.0,11359.0,0.0,Silent,0.1056,10.33,1.821e-07,9.677999999999999,1.4179999999999999e-07,15.45,1.2409999999999998e-06,4.95,0.00025780000000000003,22.57,7.852e-06,1.0,1.0,1.06,0.1959,Lipids,TRIGLYCERIDES BLOOD,rs2075292,Trigs,Hyperglyceridemia,Triglycerides
855,rs1748195,Trigs,median,2.995e-05,-5.104,Triglycerides,"Lipid metabolism phenotypes (VLDL.small, fasting) || Triglycerides || Lipid metabolism phenotypes (MobCH) || Cholesterol, total || LDL cholesterol || Metabolite levels || Lipid metabolism phenotypes (TG.by.NMR, fasting) || Lipid metabolism phenotypes (TG.by.NMR, whole) || Lipid metabolism phenotypes (VLDL.medium, fasting) || Lipid metabolism phenotypes (VLDL.small, whole) || Lipid metabolism phenotypes (VLDL.total, fasting) || Lipid metabolism phenotypes (VLDL.total, whole)",1,63049593.0,DOCK7,rs1748195,14345.0,11359.0,0.0,Silent,0.3399,-5.419,3.855e-05,-5.104,2.995e-05,-4.864,0.02174,-2.77,0.0021,-10.36,0.002045,1.0,1.0,0.98,0.5263,Lipids,TRIGLYCERIDES BLOOD,rs1748195,Trigs,Hyperglyceridemia,Triglycerides
857,rs4775041,Trigs,min,0.1726,1.261,Metabolite levels (PE) || Triglycerides || HDL cholesterol,,15,58674695.0,,rs4775041,14345.0,11359.0,0.0,,0.2999,1.161,0.3904,1.4269999999999998,0.256,0.8782,0.6865,1.261,0.1726,1.662,0.6298,1.0,1.0,0.99,0.6503,Lipids,TRIGLYCERIDES BLOOD,rs4775041,Trigs,Hyperglyceridemia,Triglycerides
858,rs12286037,Trigs,mean,7.124e-17,20.29,Triglycerides || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Metabolic syndrome (bivariate traits) (TG-GLUC),Triglycerides || HDL Cholesterol - Triglycerides (HDLC-TG) || Metabolic syndrome || Waist Circumference - Triglycerides (WC-TG) || Obesity-related traits (TG ) || LDL cholesterol || Triglycerides (AA) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Metabolic syndrome (bivariate traits) (TG-GLUC),11,116652207.0,ZNF259,rs12286037,14345.0,11359.0,0.0,Silent,0.06725,20.29,7.124e-17,18.36,4.1789999999999995e-16,26.93,5.872000000000001e-12,9.603,7.829e-09,42.29,9.220000000000002e-12,1.0,1.0,1.16,0.0147,Lipids,TRIGLYCERIDES BLOOD,rs12286037,Trigs,Hyperglyceridemia,Triglycerides
860,rs2144300,Trigs,median,0.0009558,3.858,Circulating myeloperoxidase levels (serum) || HDL cholesterol || Triglycerides,Circulating myeloperoxidase levels (serum) || HDL cholesterol || Triglycerides || Hematology traits (ALB/GLB) || Metabolic syndrome (HDL) || Metabolite levels,1,230294916.0,GALNT2,rs2144300,14345.0,11359.0,0.0,Silent,0.4001,4.147,0.0009743,3.858,0.0009558,3.992,0.048510000000000005,2.292,0.007708,5.9479999999999995,0.06371,1.0,1.0,1.04,0.2201,Lipids,TRIGLYCERIDES BLOOD,rs2144300,Trigs,Hyperglyceridemia,Triglycerides
861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs4665972,Trigs,Hyperglyceridemia,Triglycerides (AA)
862,rs326,Trigs,mean,2.12e-20,-12.53,Triglycerides || Triglycerides (AA) || HDL cholesterol (AA),"Metabolic syndrome (HDL) || Metabolic syndrome || Metabolic syndrome (bivariate traits) (HDLC-WC) || HDL cholesterol || HDL cholesterol (AA) || Triglycerides || Triglycerides (AA) || Triglycerides (TG) || Lipid metabolism phenotypes (HDL-C.assay, fasting) || Lipid metabolism phenotypes (HDL-C.assay, whole) || Lipid metabolism phenotypes (HDL-C.by.NMR, fasting) || Lipid metabolism phenotypes (HDL-C.by.NMR, whole) || HDL Cholesterol - Triglycerides (HDLC-TG) || Triglycerides-Blood Pressure (TG-BP) || Lipid metabolism phenotypes (TG.by.NMR, fasting) || Lipid metabolism phenotypes (VLDL.medium, fasting)",8,19819439.0,LPL,rs326,14345.0,11359.0,0.0,Silent,0.2929,-12.53,2.12e-20,-11.6,2.848e-20,-17.77,3.472e-16,-7.087000000000001,1.985e-14,-24.06,3.295e-12,1.0,1.0,0.9,0.0005765,Lipids,TRIGLYCERIDES BLOOD,rs326,Trigs,Hyperglyceridemia,Triglycerides (AA)
865,rs780094,Trigs,median,8.404e-15,9.136000000000001,Fasting insulin-related traits (interaction with BMI) || Fasting glucose-related traits (FPG) || Triglycerides (Hispanic) || Uric acid levels || LDL cholesterol || Fasting insulin-related traits (HOMA-IR) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || C-reactive protein || Urate levels || Fasting insulin-related traits (FI) || Calcium levels || Metabolic traits (glucose/mannose + 54 other traits) || Triglycerides || Metabolic syndrome (TG) || Fasting glucose-related traits (FI) || Phospholipid levels (plasma) (DPA),Metabolite levels (ALB) || Triglycerides || Breast size || Calcium levels || Crohn's disease || Palmitic acid (16:0) plasma levels || Palmitoleic acid (16:1n-7) plasma levels || Sex hormone-binding globulin levels (Men + Women) || Sex hormone-binding globulin levels (Men) || Sex hormone-binding globulin levels (Women) || Triglycerides-Blood Pressure (TG-BP) || Urate levels (Urate) || Waist Circumference - Triglycerides (WC-TG) || C-reactive protein || Fasting glucose-related traits (FI) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (FI) || Fasting insulin-related traits (HOMA-IR) || Fasting insulin-related traits (interaction with BMI) || LDL cholesterol || Metabolic syndrome (TG) || Metabolic traits (glucose/mannose + 54 other traits) || Phospholipid levels (plasma) (DPA) || Triglycerides (Hispanic) || Urate levels || Uric acid levels || Cardiovascular disease risk factors (TRIG) |,2,27741237.0,GCKR,rs780094,14345.0,11359.0,0.0,Silent,0.3937,9.83,8.768e-15,9.136000000000001,8.404e-15,13.41,4.8990000000000003e-11,5.0360000000000005,6.338e-09,18.32,1.482e-08,1.0,1.0,1.06,0.04797,Lipids,TRIGLYCERIDES BLOOD,rs780094,Trigs,Hyperglyceridemia,Triglycerides (Hispanic)
866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs17410962,Trigs,Hyperglyceridemia,Triglycerides (Hispanic)
867,rs964184,Trigs,median,4.065e-42,22.39,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",,11,116648917.0,,rs964184,14345.0,11359.0,0.0,,0.1351,23.85,2.827e-41,22.39,4.065e-42,29.87,1.3539999999999998e-25,12.5,7.561000000000001e-25,44.67,5.935000000000001e-23,1.0,1.0,1.22,5.451e-06,Lipids,TRIGLYCERIDES BLOOD,rs964184,Trigs,Hyperglyceridemia,Triglycerides (Hispanic)
868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs328,Trigs,Hyperglyceridemia,Triglycerides (TG)
869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs1260326,Trigs,Hyperglyceridemia,Waist circumference and related phenotypes (triglycerides)
870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs1443438,TSH,Abnormal results of function study of thyroid,Obesity-related traits (TSH )
875,rs8109578,TSH,min,0.039830000000000004,0.1007,Protein quantitative trait loci (TSH),Protein quantitative trait loci (TSH),19,10213154.0,ANGPTL6,rs8109578,16923.0,3216.0,2206.0,Silent,0.1023,0.06056,0.4137,0.08185,0.1826,0.2619,0.04995,0.1007,0.039830000000000004,-0.109,0.6975,1.0,0.9727,0.94,0.1463,Thyroid,THYROID STIM HORMONE,rs8109578,TSH,Abnormal results of function study of thyroid,Protein quantitative trait loci (TSH)
876,rs755109,TSH,ever_high,0.0492,1.058,Quantitative traits (TSH),Quantitative traits (TSH),9,100696203.0,HEMGN,rs755109,16923.0,3216.0,2206.0,"Silent,Silent",0.3706,0.05791,0.2211,0.020819999999999998,0.5956,0.02136,0.8077,0.004517,0.8852,0.2692,0.1353,1.02,0.5458,1.06,0.0492,Thyroid,THYROID STIM HORMONE,rs755109,TSH,Abnormal results of function study of thyroid,Quantitative traits (TSH)
877,rs6462411,TSH,max,0.4699,0.156,Quantitative traits (TSH),Quantitative traits (TSH),7,3915564.0,SDK1,rs6462411,16923.0,3216.0,2206.0,Silent,0.2026,0.01967,0.7285,-0.008115,0.8628,0.06677000000000001,0.5252,0.003154,0.9329,0.156,0.4699,1.02,0.5549,0.98,0.6594,Thyroid,THYROID STIM HORMONE,rs6462411,TSH,Abnormal results of function study of thyroid,Quantitative traits (TSH)
878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs10848704,TSH,Abnormal results of function study of thyroid,Quantitative traits (TSH)
880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs6885099,TSH,Abnormal results of function study of thyroid,Thyroid hormone levels (TSH - Females)
883,rs9472138,TSH,median,0.02745,-0.09264,Thyroid hormone levels (TSH) || Thyroid hormone levels (TSH - Females) || Type 2 diabetes || Thyroid hormone levels (TSH - Males),,6,43811762.0,,rs9472138,16923.0,3216.0,2206.0,,0.2855,-0.09049,0.07435,-0.09264,0.02745,-0.06837,0.4671,-0.05459,0.1035,-0.1764,0.3611,1.07,0.05239,0.95,0.06948,Thyroid,THYROID STIM HORMONE,rs9472138,TSH,Abnormal results of function study of thyroid,Thyroid hormone levels (TSH - Females)
892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs6885099,TSH,Abnormal results of function study of thyroid,Thyroid hormone levels (TSH - Males)
896,rs9472138,TSH,median,0.02745,-0.09264,Thyroid hormone levels (TSH) || Thyroid hormone levels (TSH - Females) || Type 2 diabetes || Thyroid hormone levels (TSH - Males),,6,43811762.0,,rs9472138,16923.0,3216.0,2206.0,,0.2855,-0.09049,0.07435,-0.09264,0.02745,-0.06837,0.4671,-0.05459,0.1035,-0.1764,0.3611,1.07,0.05239,0.95,0.06948,Thyroid,THYROID STIM HORMONE,rs9472138,TSH,Abnormal results of function study of thyroid,Thyroid hormone levels (TSH - Males)
903,rs657152,TSH,min,6.43e-06,0.1432,Obesity-related traits (IL6 ) || Serum alkaline phosphatase levels || Phytosterol levels (campesterol) || Thyroid hormone levels (TSH) || Thyroid hormone levels (TSH - Males) || Liver enzyme levels (ALP),Duodenal ulcer  (Recessive) || End-stage coagulation (vWF) || Graves' disease || Pancreatic cancer || Protein quantitative trait loci (TNFA) || Venous thromboembolism || Soluble ICAM-1 || Coronary heart disease (AngCAD/MI) || Metabolic traits (SM-8 + 3 other traits) || Inflammatory biomarkers (IL-6) || Protein biomarker (Galectin-3) || Liver enzyme levels (ALP) || Obesity-related traits (IL6 ) || Phytosterol levels (campesterol) || Thyroid hormone levels (TSH - Males) || Thyroid hormone levels (TSH) || Coagulation factor levels || Activated partial thromboplastin time || D-dimer levels || Coagulation factor levels (Conditioned on rs687289) || Malaria || mean corpuscular hemoglobin concentration || Tumor biomarkers (CEA),9,136139265.0,ABO,rs657152,16923.0,3216.0,2206.0,Silent,0.345,0.18,0.00017680000000000001,0.1789,6.774e-06,0.1733,0.05147,0.1432,6.43e-06,0.1135,0.5348,0.94,0.057999999999999996,1.07,0.013309999999999999,Thyroid,THYROID STIM HORMONE,rs657152,TSH,Abnormal results of function study of thyroid,Thyroid hormone levels (TSH - Males)
906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs6885099,TSH,Abnormal results of function study of thyroid,Thyroid hormone levels (TSH)
910,rs9472138,TSH,median,0.02745,-0.09264,Thyroid hormone levels (TSH) || Thyroid hormone levels (TSH - Females) || Type 2 diabetes || Thyroid hormone levels (TSH - Males),,6,43811762.0,,rs9472138,16923.0,3216.0,2206.0,,0.2855,-0.09049,0.07435,-0.09264,0.02745,-0.06837,0.4671,-0.05459,0.1035,-0.1764,0.3611,1.07,0.05239,0.95,0.06948,Thyroid,THYROID STIM HORMONE,rs9472138,TSH,Abnormal results of function study of thyroid,Thyroid hormone levels (TSH)
920,rs657152,TSH,min,6.43e-06,0.1432,Obesity-related traits (IL6 ) || Serum alkaline phosphatase levels || Phytosterol levels (campesterol) || Thyroid hormone levels (TSH) || Thyroid hormone levels (TSH - Males) || Liver enzyme levels (ALP),Duodenal ulcer  (Recessive) || End-stage coagulation (vWF) || Graves' disease || Pancreatic cancer || Protein quantitative trait loci (TNFA) || Venous thromboembolism || Soluble ICAM-1 || Coronary heart disease (AngCAD/MI) || Metabolic traits (SM-8 + 3 other traits) || Inflammatory biomarkers (IL-6) || Protein biomarker (Galectin-3) || Liver enzyme levels (ALP) || Obesity-related traits (IL6 ) || Phytosterol levels (campesterol) || Thyroid hormone levels (TSH - Males) || Thyroid hormone levels (TSH) || Coagulation factor levels || Activated partial thromboplastin time || D-dimer levels || Coagulation factor levels (Conditioned on rs687289) || Malaria || mean corpuscular hemoglobin concentration || Tumor biomarkers (CEA),9,136139265.0,ABO,rs657152,16923.0,3216.0,2206.0,Silent,0.345,0.18,0.00017680000000000001,0.1789,6.774e-06,0.1733,0.05147,0.1432,6.43e-06,0.1135,0.5348,0.94,0.057999999999999996,1.07,0.013309999999999999,Thyroid,THYROID STIM HORMONE,rs657152,TSH,Abnormal results of function study of thyroid,Thyroid hormone levels (TSH)
926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs4704397,TSH,Abnormal results of function study of thyroid,Thyroid stimulating hormone
927,rs6977660,TSH,first,0.1008,0.1943,Thyroid stimulating hormone,Thyroid stimulating hormone,7,19805480.0,TMEM196,rs6977660,16923.0,3216.0,2206.0,Silent,0.149,0.07235,0.2573,0.00592,0.9109,0.1943,0.1008,-0.039689999999999996,0.3473,0.385,0.1135,0.94,0.174,1.01,0.8382,Thyroid,THYROID STIM HORMONE,rs6977660,TSH,Abnormal results of function study of thyroid,Thyroid stimulating hormone
929,rs10499559,TSH,median,0.062470000000000005,-0.1042,Thyroid stimulating hormone,,7,22109459.0,,rs10499559,16923.0,3216.0,2206.0,,0.1339,-0.07468,0.2686,-0.1042,0.062470000000000005,-0.1135,0.3647,-0.0635,0.1549,-0.05994,0.8156,1.01,0.8192,1.01,0.7977,Thyroid,THYROID STIM HORMONE,rs10499559,TSH,Abnormal results of function study of thyroid,Thyroid stimulating hormone
930,rs13129697,UricA,mean,1.6750000000000001e-18,-0.3081,Biochemical measures (uric acid) || Urate levels (Gout) || Urate levels (Urate) || Uric acid levels,"Gout || Serum uric acid levels || Uric acid levels (men) || Uric acid levels (women) || Urate levels || Renal function-related traits (urea) || Uric acid levels || Metabolic traits (urate, histidine) || Uric acid levels (Obese) || Biochemical measures (uric acid) || Urate levels (Gout) || Urate levels (Urate) || Urate levels (whites)",4,9926967.0,SLC2A9,rs13129697,6575.0,2563.0,200.0,"Silent,Silent",0.2689,-0.3081,1.6750000000000001e-18,-0.3085,2.715e-18,-0.3276,4.3389999999999996e-16,-0.2415,7.664e-12,-0.3775,1.321e-14,1.35,0.004723,0.74,2.981e-13,RoutChems,URIC ACID BLOOD,rs13129697,UricA,Gout,Biochemical measures (uric acid)
931,rs734553,UricA,mean,4.1680000000000005e-18,-0.3178,Serum uric acid levels || Uric acid levels (men) || Uric acid levels (women) || Gout,"Gout || Serum uric acid levels || Uric acid levels (men) || Uric acid levels (women) || Urate levels || Renal function-related traits (urea) || Uric acid levels || Metabolic traits (urate, histidine) || Uric acid levels (Obese) || Biochemical measures (uric acid) || Urate levels (Gout) || Urate levels (Urate) || Urate levels (whites)",4,9923004.0,SLC2A9,rs734553,6575.0,2563.0,200.0,"Silent,Silent",0.2394,-0.3178,4.1680000000000005e-18,-0.3196,4.772e-18,-0.3412,4.979e-16,-0.2468,2.046e-11,-0.39299999999999996,1.571e-14,1.45,0.0006598,0.74,1.7719999999999998e-11,RoutChems,URIC ACID BLOOD,rs734553,UricA,Gout,Serum uric acid levels
932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs2231142,UricA,Gout,Serum uric acid levels
934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs6449213,UricA,Gout,Uric acid levels
935,rs13129697,UricA,mean,1.6750000000000001e-18,-0.3081,Biochemical measures (uric acid) || Urate levels (Gout) || Urate levels (Urate) || Uric acid levels,"Gout || Serum uric acid levels || Uric acid levels (men) || Uric acid levels (women) || Urate levels || Renal function-related traits (urea) || Uric acid levels || Metabolic traits (urate, histidine) || Uric acid levels (Obese) || Biochemical measures (uric acid) || Urate levels (Gout) || Urate levels (Urate) || Urate levels (whites)",4,9926967.0,SLC2A9,rs13129697,6575.0,2563.0,200.0,"Silent,Silent",0.2689,-0.3081,1.6750000000000001e-18,-0.3085,2.715e-18,-0.3276,4.3389999999999996e-16,-0.2415,7.664e-12,-0.3775,1.321e-14,1.35,0.004723,0.74,2.981e-13,RoutChems,URIC ACID BLOOD,rs13129697,UricA,Gout,Uric acid levels
